"v_max","alpha","beta"
0.828891595586796,1.5196749898792,979.020486165789
0.85250847583464,0.548982357716359,67.0679434798717
0.883382781641773,0.971208533572128,723.593961309945
0.958876344043559,0.579271690293534,625.269498596563
0.941199592955871,0.583781883666071,213.661096606007
0.802505675627023,1.08070368394467,213.305429893823
0.802524512137694,1.13553389045151,210.861377343348
0.965047383132163,0.468509038473384,259.159212300139
0.943749339497557,0.646304918652978,560.961317822405
0.858519971012913,1.11025711954138,477.479580500739
0.857005829397345,0.882794054699117,480.833737865598
0.826257168834891,1.39978204102698,615.243166056826
0.822100830161219,1.24001893279544,490.387730793483
0.790562439280396,1.73095364167417,515.978044422433
0.882128644248105,0.890471468518743,613.085809171088
0.796347593493999,1.29078812891407,138.092170177393
0.82160520233545,0.96831950193055,139.795613683528
0.895639783088633,0.962293362463433,729.197601827149
0.904960639115598,0.777292494605546,612.193077365226
0.918833210945038,1.04895083010766,937.046116105082
0.798613451601701,1.61144237438978,433.904227220165
0.823245402795041,0.75319744942014,156.30043211343
0.824565981306815,0.726416890148003,135.574584315559
0.967009420817045,0.669696607273837,524.707966961495
0.887333131706224,0.745272131986648,428.110060410011
0.899862052652953,1.00473176543112,909.066787897252
0.837632596052594,1.21637826261329,702.809770992733
0.883448100465305,1.24715879774371,1202.50947736267
0.83502307806771,0.960009233315323,339.371850578224
0.814755213900409,1.33533068520316,543.293681876923
0.885486669635339,1.10856329049323,593.895545926377
0.79750588764973,1.7176175934626,588.346650041547
0.828113075325285,0.632246309057053,84.774535542625
0.903186882675249,0.690029355061419,401.677823637958
0.9286156277483,0.487950327781798,257.212448361043
0.799939924309674,0.778456250055243,133.584286037848
0.848637171789767,0.681848721240231,185.308023760662
0.817083771076503,1.70136354238691,83.0503215141575
0.954805681180761,0.713783997795052,544.855845092178
0.839222922137452,0.847801276952136,323.896217028452
0.942576381266605,0.554037282191692,282.400694757201
0.868102103867621,1.37397541583203,1022.42234400973
0.824676797410422,1.43217292162074,397.22066282809
0.955611250852605,0.4977116709359,368.823987607626
0.84017226420686,1.5115734374962,951.065096988093
0.809187564613762,1.54043529417129,498.868569428357
0.760910644415005,1.46471481461396,214.155015555757
0.813464506572087,1.15789680095539,287.797247231208
0.785794356134698,2.24184732302218,71.3225718682547
0.848216442294703,2.02709135510755,1407.7466644906
